Date,Time,State,Group,Unit,Sales,filled_Group,standard_sales,scaled_sales,Week,Month,Quarter,Day
2020-10-01, Morning,QLD,Men,18,45000, Men,-0.00042036362376825356,0.25396825396825395,40,10,4,1
2020-10-01, Morning,QLD,Women,15,37500, Women,-0.23295321696680696,0.20634920634920634,40,10,4,1
2020-10-01, Morning,QLD,Seniors,14,35000, Seniors,-0.3104641680811532,0.19047619047619047,40,10,4,1
2020-10-01, Afternoon,QLD,Kids,18,45000, Kids,-0.00042036362376825356,0.25396825396825395,40,10,4,1
2020-10-01, Afternoon,QLD,Men,9,22500, Men,-0.6980189236528843,0.1111111111111111,40,10,4,1
2020-10-01, Afternoon,QLD,Women,10,25000, Women,-0.6205079725385382,0.12698412698412698,40,10,4,1
2020-10-01, Afternoon,QLD,Seniors,14,35000, Seniors,-0.3104641680811532,0.19047619047619047,40,10,4,1
2020-10-01, Evening,QLD,Kids,11,27500, Kids,-0.5429970214241919,0.14285714285714285,40,10,4,1
2020-10-01, Evening,QLD,Men,6,15000, Men,-0.9305517769959231,0.06349206349206349,40,10,4,1
2020-10-01, Evening,QLD,Women,5,12500, Women,-1.0080627281102692,0.047619047619047616,40,10,4,1
2020-10-01, Evening,QLD,Seniors,19,47500, Seniors,0.07709058749057798,0.2698412698412698,40,10,4,1
2020-10-01, Morning,NSW,Kids,39,97500, Kids,1.6273096097775026,0.5873015873015873,40,10,4,1
2020-10-01, Morning,NSW,Men,17,42500, Men,-0.07793131473811449,0.23809523809523808,40,10,4,1
2020-10-01, Morning,NSW,Women,34,85000, Women,1.2397548542057715,0.5079365079365079,40,10,4,1
2020-10-01, Morning,NSW,Seniors,23,57500, Seniors,0.3871343919479629,0.3333333333333333,40,10,4,1
2020-10-01, Afternoon,NSW,Kids,40,100000, Kids,1.704820560891849,0.6031746031746031,40,10,4,1
2020-10-01, Afternoon,NSW,Men,30,75000, Men,0.9297110497483866,0.4444444444444444,40,10,4,1
2020-10-01, Afternoon,NSW,Women,30,75000, Women,0.9297110497483866,0.4444444444444444,40,10,4,1
2020-10-01, Afternoon,NSW,Seniors,36,90000, Seniors,1.394776756434464,0.5396825396825397,40,10,4,1
2020-10-01, Evening,NSW,Kids,22,55000, Kids,0.3096234408336167,0.31746031746031744,40,10,4,1
2020-10-01, Evening,NSW,Men,28,70000, Men,0.7746891475196941,0.4126984126984127,40,10,4,1
2020-10-01, Evening,NSW,Women,30,75000, Women,0.9297110497483866,0.4444444444444444,40,10,4,1
2020-10-01, Evening,NSW,Seniors,22,55000, Seniors,0.3096234408336167,0.31746031746031744,40,10,4,1
2020-10-01, Morning,TAS,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,40,10,4,1
2020-10-01, Morning,TAS,Men,6,15000, Men,-0.9305517769959231,0.06349206349206349,40,10,4,1
2020-10-01, Morning,TAS,Women,3,7500, Women,-1.1630846303389617,0.015873015873015872,40,10,4,1
2020-10-01, Morning,TAS,Seniors,8,20000, Seniors,-0.7755298747672306,0.09523809523809523,40,10,4,1
2020-10-01, Afternoon,TAS,Kids,7,17500, Kids,-0.8530408258815768,0.07936507936507936,40,10,4,1
2020-10-01, Afternoon,TAS,Men,6,15000, Men,-0.9305517769959231,0.06349206349206349,40,10,4,1
2020-10-01, Afternoon,TAS,Women,11,27500, Women,-0.5429970214241919,0.14285714285714285,40,10,4,1
2020-10-01, Afternoon,TAS,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,40,10,4,1
2020-10-01, Evening,TAS,Kids,4,10000, Kids,-1.0855736792246156,0.031746031746031744,40,10,4,1
2020-10-01, Evening,TAS,Men,10,25000, Men,-0.6205079725385382,0.12698412698412698,40,10,4,1
2020-10-01, Evening,TAS,Women,8,20000, Women,-0.7755298747672306,0.09523809523809523,40,10,4,1
2020-10-01, Evening,TAS,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,40,10,4,1
2020-10-02, Morning,WA,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,40,10,4,2
2020-10-02, Morning,WA,Men,8,20000, Men,-0.7755298747672306,0.09523809523809523,40,10,4,2
2020-10-02, Morning,WA,Women,13,32500, Women,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Morning,WA,Seniors,13,32500, Seniors,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Afternoon,WA,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,40,10,4,2
2020-10-02, Afternoon,WA,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Afternoon,WA,Women,8,20000, Women,-0.7755298747672306,0.09523809523809523,40,10,4,2
2020-10-02, Afternoon,WA,Seniors,6,15000, Seniors,-0.9305517769959231,0.06349206349206349,40,10,4,2
2020-10-02, Evening,WA,Kids,7,17500, Kids,-0.8530408258815768,0.07936507936507936,40,10,4,2
2020-10-02, Evening,WA,Men,3,7500, Men,-1.1630846303389617,0.015873015873015872,40,10,4,2
2020-10-02, Evening,WA,Women,5,12500, Women,-1.0080627281102692,0.047619047619047616,40,10,4,2
2020-10-02, Evening,WA,Seniors,6,15000, Seniors,-0.9305517769959231,0.06349206349206349,40,10,4,2
2020-10-02, Morning,NT,Kids,5,12500, Kids,-1.0080627281102692,0.047619047619047616,40,10,4,2
2020-10-02, Morning,NT,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Morning,NT,Women,13,32500, Women,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Morning,NT,Seniors,13,32500, Seniors,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Afternoon,NT,Kids,11,27500, Kids,-0.5429970214241919,0.14285714285714285,40,10,4,2
2020-10-02, Afternoon,NT,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Afternoon,NT,Women,8,20000, Women,-0.7755298747672306,0.09523809523809523,40,10,4,2
2020-10-02, Afternoon,NT,Seniors,8,20000, Seniors,-0.7755298747672306,0.09523809523809523,40,10,4,2
2020-10-02, Evening,NT,Kids,7,17500, Kids,-0.8530408258815768,0.07936507936507936,40,10,4,2
2020-10-02, Evening,NT,Men,9,22500, Men,-0.6980189236528843,0.1111111111111111,40,10,4,2
2020-10-02, Evening,NT,Women,3,7500, Women,-1.1630846303389617,0.015873015873015872,40,10,4,2
2020-10-02, Evening,NT,Seniors,14,35000, Seniors,-0.3104641680811532,0.19047619047619047,40,10,4,2
2020-10-02, Morning,SA,Kids,14,35000, Kids,-0.3104641680811532,0.19047619047619047,40,10,4,2
2020-10-02, Morning,SA,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Morning,SA,Women,33,82500, Women,1.1622439030914253,0.49206349206349204,40,10,4,2
2020-10-02, Morning,SA,Seniors,19,47500, Seniors,0.07709058749057798,0.2698412698412698,40,10,4,2
2020-10-02, Afternoon,SA,Kids,16,40000, Kids,-0.15544226585246074,0.2222222222222222,40,10,4,2
2020-10-02, Afternoon,SA,Men,19,47500, Men,0.07709058749057798,0.2698412698412698,40,10,4,2
2020-10-02, Afternoon,SA,Women,22,55000, Women,0.3096234408336167,0.31746031746031744,40,10,4,2
2020-10-02, Afternoon,SA,Seniors,30,75000, Seniors,0.9297110497483866,0.4444444444444444,40,10,4,2
2020-10-02, Evening,SA,Kids,20,50000, Kids,0.1546015386049242,0.2857142857142857,40,10,4,2
2020-10-02, Evening,SA,Men,23,57500, Men,0.3871343919479629,0.3333333333333333,40,10,4,2
2020-10-02, Evening,SA,Women,12,30000, Women,-0.4654860703098457,0.15873015873015872,40,10,4,2
2020-10-02, Evening,SA,Seniors,23,57500, Seniors,0.3871343919479629,0.3333333333333333,40,10,4,2
2020-10-02, Morning,VIC,Kids,42,105000, Kids,1.8598424631205415,0.6349206349206349,40,10,4,2
2020-10-02, Morning,VIC,Men,46,115000, Men,2.1698862675779265,0.6984126984126984,40,10,4,2
2020-10-02, Morning,VIC,Women,48,120000, Women,2.3249081698066187,0.7301587301587301,40,10,4,2
2020-10-02, Morning,VIC,Seniors,26,65000, Seniors,0.6196672452910016,0.38095238095238093,40,10,4,2
2020-10-02, Afternoon,VIC,Kids,46,115000, Kids,2.1698862675779265,0.6984126984126984,40,10,4,2
2020-10-02, Afternoon,VIC,Men,37,92500, Men,1.47228770754881,0.5555555555555556,40,10,4,2
2020-10-02, Afternoon,VIC,Women,36,90000, Women,1.394776756434464,0.5396825396825397,40,10,4,2
2020-10-02, Afternoon,VIC,Seniors,27,67500, Seniors,0.6971781964053478,0.3968253968253968,40,10,4,2
2020-10-02, Evening,VIC,Kids,42,105000, Kids,1.8598424631205415,0.6349206349206349,40,10,4,2
2020-10-02, Evening,VIC,Men,37,92500, Men,1.47228770754881,0.5555555555555556,40,10,4,2
2020-10-02, Evening,VIC,Women,36,90000, Women,1.394776756434464,0.5396825396825397,40,10,4,2
2020-10-02, Evening,VIC,Seniors,25,62500, Seniors,0.5421562941766553,0.36507936507936506,40,10,4,2
2020-10-02, Morning,QLD,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Morning,QLD,Men,7,17500, Men,-0.8530408258815768,0.07936507936507936,40,10,4,2
2020-10-02, Morning,QLD,Women,12,30000, Women,-0.4654860703098457,0.15873015873015872,40,10,4,2
2020-10-02, Morning,QLD,Seniors,20,50000, Seniors,0.1546015386049242,0.2857142857142857,40,10,4,2
2020-10-02, Afternoon,QLD,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,40,10,4,2
2020-10-02, Afternoon,QLD,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,40,10,4,2
2020-10-02, Afternoon,QLD,Women,7,17500, Women,-0.8530408258815768,0.07936507936507936,40,10,4,2
2020-10-02, Afternoon,QLD,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,40,10,4,2
2020-10-02, Evening,QLD,Kids,5,12500, Kids,-1.0080627281102692,0.047619047619047616,40,10,4,2
2020-10-02, Evening,QLD,Men,19,47500, Men,0.07709058749057798,0.2698412698412698,40,10,4,2
2020-10-02, Evening,QLD,Women,9,22500, Women,-0.6980189236528843,0.1111111111111111,40,10,4,2
2020-10-02, Evening,QLD,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,40,10,4,2
2020-10-02, Morning,NSW,Kids,32,80000, Kids,1.084732951977079,0.47619047619047616,40,10,4,2
2020-10-02, Morning,NSW,Men,35,87500, Men,1.3172658053201178,0.5238095238095238,40,10,4,2
2020-10-02, Morning,NSW,Women,20,50000, Women,0.1546015386049242,0.2857142857142857,40,10,4,2
2020-10-02, Morning,NSW,Seniors,15,37500, Seniors,-0.23295321696680696,0.20634920634920634,40,10,4,2
2020-10-02, Afternoon,NSW,Kids,33,82500, Kids,1.1622439030914253,0.49206349206349204,40,10,4,2
2020-10-02, Afternoon,NSW,Men,37,92500, Men,1.47228770754881,0.5555555555555556,40,10,4,2
2020-10-02, Afternoon,NSW,Women,27,67500, Women,0.6971781964053478,0.3968253968253968,40,10,4,2
2020-10-02, Afternoon,NSW,Seniors,28,70000, Seniors,0.7746891475196941,0.4126984126984127,40,10,4,2
2020-10-02, Evening,NSW,Kids,20,50000, Kids,0.1546015386049242,0.2857142857142857,40,10,4,2
2020-10-02, Evening,NSW,Men,39,97500, Men,1.6273096097775026,0.5873015873015873,40,10,4,2
2020-10-02, Evening,NSW,Women,25,62500, Women,0.5421562941766553,0.36507936507936506,40,10,4,2
2020-10-02, Evening,NSW,Seniors,29,72500, Seniors,0.8522000986340403,0.42857142857142855,40,10,4,2
2020-10-02, Morning,TAS,Kids,4,10000, Kids,-1.0855736792246156,0.031746031746031744,40,10,4,2
2020-10-02, Morning,TAS,Men,11,27500, Men,-0.5429970214241919,0.14285714285714285,40,10,4,2
2020-10-02, Morning,TAS,Women,3,7500, Women,-1.1630846303389617,0.015873015873015872,40,10,4,2
2020-10-02, Morning,TAS,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,40,10,4,2
2020-10-02, Afternoon,TAS,Kids,11,27500, Kids,-0.5429970214241919,0.14285714285714285,40,10,4,2
2020-10-02, Afternoon,TAS,Men,5,12500, Men,-1.0080627281102692,0.047619047619047616,40,10,4,2
2020-10-02, Afternoon,TAS,Women,4,10000, Women,-1.0855736792246156,0.031746031746031744,40,10,4,2
2020-10-02, Afternoon,TAS,Seniors,15,37500, Seniors,-0.23295321696680696,0.20634920634920634,40,10,4,2
2020-10-02, Evening,TAS,Kids,11,27500, Kids,-0.5429970214241919,0.14285714285714285,40,10,4,2
2020-10-02, Evening,TAS,Men,6,15000, Men,-0.9305517769959231,0.06349206349206349,40,10,4,2
2020-10-02, Evening,TAS,Women,14,35000, Women,-0.3104641680811532,0.19047619047619047,40,10,4,2
2020-10-02, Evening,TAS,Seniors,6,15000, Seniors,-0.9305517769959231,0.06349206349206349,40,10,4,2
2020-10-03, Morning,WA,Kids,15,37500, Kids,-0.23295321696680696,0.20634920634920634,40,10,4,3
2020-10-03, Morning,WA,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,40,10,4,3
2020-10-03, Morning,WA,Women,6,15000, Women,-0.9305517769959231,0.06349206349206349,40,10,4,3
2020-10-03, Morning,WA,Seniors,3,7500, Seniors,-1.1630846303389617,0.015873015873015872,40,10,4,3
2020-10-03, Afternoon,WA,Kids,9,22500, Kids,-0.6980189236528843,0.1111111111111111,40,10,4,3
2020-10-03, Afternoon,WA,Men,10,25000, Men,-0.6205079725385382,0.12698412698412698,40,10,4,3
2020-10-03, Afternoon,WA,Women,7,17500, Women,-0.8530408258815768,0.07936507936507936,40,10,4,3
2020-10-03, Afternoon,WA,Seniors,6,15000, Seniors,-0.9305517769959231,0.06349206349206349,40,10,4,3
2020-10-03, Evening,WA,Kids,3,7500, Kids,-1.1630846303389617,0.015873015873015872,40,10,4,3
2020-10-03, Evening,WA,Men,4,10000, Men,-1.0855736792246156,0.031746031746031744,40,10,4,3
2020-10-03, Evening,WA,Women,13,32500, Women,-0.38797511919549943,0.1746031746031746,40,10,4,3
2020-10-03, Evening,WA,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,40,10,4,3
2020-10-03, Morning,NT,Kids,8,20000, Kids,-0.7755298747672306,0.09523809523809523,40,10,4,3
2020-10-03, Morning,NT,Men,12,30000, Men,-0.4654860703098457,0.15873015873015872,40,10,4,3
2020-10-03, Morning,NT,Women,11,27500, Women,-0.5429970214241919,0.14285714285714285,40,10,4,3
2020-10-03, Morning,NT,Seniors,3,7500, Seniors,-1.1630846303389617,0.015873015873015872,40,10,4,3
2020-10-03, Afternoon,NT,Kids,7,17500, Kids,-0.8530408258815768,0.07936507936507936,40,10,4,3
2020-10-03, Afternoon,NT,Men,11,27500, Men,-0.5429970214241919,0.14285714285714285,40,10,4,3
2020-10-03, Afternoon,NT,Women,9,22500, Women,-0.6980189236528843,0.1111111111111111,40,10,4,3
2020-10-03, Afternoon,NT,Seniors,3,7500, Seniors,-1.1630846303389617,0.015873015873015872,40,10,4,3
2020-10-03, Evening,NT,Kids,11,27500, Kids,-0.5429970214241919,0.14285714285714285,40,10,4,3
2020-10-03, Evening,NT,Men,7,17500, Men,-0.8530408258815768,0.07936507936507936,40,10,4,3
2020-10-03, Evening,NT,Women,9,22500, Women,-0.6980189236528843,0.1111111111111111,40,10,4,3
2020-10-03, Evening,NT,Seniors,12,30000, Seniors,-0.4654860703098457,0.15873015873015872,40,10,4,3
2020-10-03, Morning,SA,Kids,19,47500, Kids,0.07709058749057798,0.2698412698412698,40,10,4,3
2020-10-03, Morning,SA,Men,22,55000, Men,0.3096234408336167,0.31746031746031744,40,10,4,3
2020-10-03, Morning,SA,Women,25,62500, Women,0.5421562941766553,0.36507936507936506,40,10,4,3
2020-10-03, Morning,SA,Seniors,34,85000, Seniors,1.2397548542057715,0.5079365079365079,40,10,4,3
2020-10-03, Afternoon,SA,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,40,10,4,3
2020-10-03, Afternoon,SA,Men,21,52500, Men,0.23211248971927045,0.30158730158730157,40,10,4,3
2020-10-03, Afternoon,SA,Women,11,27500, Women,-0.5429970214241919,0.14285714285714285,40,10,4,3
2020-10-03, Afternoon,SA,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,40,10,4,3
2020-10-03, Evening,SA,Kids,31,77500, Kids,1.0072220008627328,0.4603174603174603,40,10,4,3
2020-10-03, Evening,SA,Men,30,75000, Men,0.9297110497483866,0.4444444444444444,40,10,4,3
2020-10-03, Evening,SA,Women,33,82500, Women,1.1622439030914253,0.49206349206349204,40,10,4,3
2020-10-03, Evening,SA,Seniors,32,80000, Seniors,1.084732951977079,0.47619047619047616,40,10,4,3
2020-10-03, Morning,VIC,Kids,50,125000, Kids,2.4799300720353115,0.7619047619047619,40,10,4,3
2020-10-03, Morning,VIC,Men,35,87500, Men,1.3172658053201178,0.5238095238095238,40,10,4,3
2020-10-03, Morning,VIC,Women,49,122500, Women,2.402419120920965,0.746031746031746,40,10,4,3
2020-10-03, Morning,VIC,Seniors,45,112500, Seniors,2.09237531646358,0.6825396825396826,40,10,4,3
2020-10-03, Afternoon,VIC,Kids,42,105000, Kids,1.8598424631205415,0.6349206349206349,40,10,4,3
2020-10-03, Afternoon,VIC,Men,26,65000, Men,0.6196672452910016,0.38095238095238093,40,10,4,3
2020-10-03, Afternoon,VIC,Women,42,105000, Women,1.8598424631205415,0.6349206349206349,40,10,4,3
2020-10-03, Afternoon,VIC,Seniors,47,117500, Seniors,2.2473972186922726,0.7142857142857143,40,10,4,3
2020-10-03, Evening,VIC,Kids,34,85000, Kids,1.2397548542057715,0.5079365079365079,40,10,4,3
2020-10-03, Evening,VIC,Men,37,92500, Men,1.47228770754881,0.5555555555555556,40,10,4,3
2020-10-03, Evening,VIC,Women,39,97500, Women,1.6273096097775026,0.5873015873015873,40,10,4,3
2020-10-03, Evening,VIC,Seniors,36,90000, Seniors,1.394776756434464,0.5396825396825397,40,10,4,3
2020-10-03, Morning,QLD,Kids,15,37500, Kids,-0.23295321696680696,0.20634920634920634,40,10,4,3
2020-10-03, Morning,QLD,Men,12,30000, Men,-0.4654860703098457,0.15873015873015872,40,10,4,3
2020-10-03, Morning,QLD,Women,20,50000, Women,0.1546015386049242,0.2857142857142857,40,10,4,3
2020-10-03, Morning,QLD,Seniors,17,42500, Seniors,-0.07793131473811449,0.23809523809523808,40,10,4,3
2020-10-03, Afternoon,QLD,Kids,7,17500, Kids,-0.8530408258815768,0.07936507936507936,40,10,4,3
2020-10-03, Afternoon,QLD,Men,16,40000, Men,-0.15544226585246074,0.2222222222222222,40,10,4,3
2020-10-03, Afternoon,QLD,Women,17,42500, Women,-0.07793131473811449,0.23809523809523808,40,10,4,3
2020-10-03, Afternoon,QLD,Seniors,9,22500, Seniors,-0.6980189236528843,0.1111111111111111,40,10,4,3
2020-10-03, Evening,QLD,Kids,20,50000, Kids,0.1546015386049242,0.2857142857142857,40,10,4,3
2020-10-03, Evening,QLD,Men,19,47500, Men,0.07709058749057798,0.2698412698412698,40,10,4,3
2020-10-03, Evening,QLD,Women,8,20000, Women,-0.7755298747672306,0.09523809523809523,40,10,4,3
2020-10-03, Evening,QLD,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,40,10,4,3
2020-10-03, Morning,NSW,Kids,32,80000, Kids,1.084732951977079,0.47619047619047616,40,10,4,3
2020-10-03, Morning,NSW,Men,36,90000, Men,1.394776756434464,0.5396825396825397,40,10,4,3
2020-10-03, Morning,NSW,Women,39,97500, Women,1.6273096097775026,0.5873015873015873,40,10,4,3
2020-10-03, Morning,NSW,Seniors,27,67500, Seniors,0.6971781964053478,0.3968253968253968,40,10,4,3
2020-10-03, Afternoon,NSW,Kids,18,45000, Kids,-0.00042036362376825356,0.25396825396825395,40,10,4,3
2020-10-03, Afternoon,NSW,Men,22,55000, Men,0.3096234408336167,0.31746031746031744,40,10,4,3
2020-10-03, Afternoon,NSW,Women,33,82500, Women,1.1622439030914253,0.49206349206349204,40,10,4,3
2020-10-03, Afternoon,NSW,Seniors,17,42500, Seniors,-0.07793131473811449,0.23809523809523808,40,10,4,3
2020-10-03, Evening,NSW,Kids,32,80000, Kids,1.084732951977079,0.47619047619047616,40,10,4,3
2020-10-03, Evening,NSW,Men,15,37500, Men,-0.23295321696680696,0.20634920634920634,40,10,4,3
2020-10-03, Evening,NSW,Women,36,90000, Women,1.394776756434464,0.5396825396825397,40,10,4,3
2020-10-03, Evening,NSW,Seniors,17,42500, Seniors,-0.07793131473811449,0.23809523809523808,40,10,4,3
2020-10-03, Morning,TAS,Kids,4,10000, Kids,-1.0855736792246156,0.031746031746031744,40,10,4,3
2020-10-03, Morning,TAS,Men,12,30000, Men,-0.4654860703098457,0.15873015873015872,40,10,4,3
2020-10-03, Morning,TAS,Women,8,20000, Women,-0.7755298747672306,0.09523809523809523,40,10,4,3
2020-10-03, Morning,TAS,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,40,10,4,3
2020-10-03, Afternoon,TAS,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,40,10,4,3
2020-10-03, Afternoon,TAS,Men,10,25000, Men,-0.6205079725385382,0.12698412698412698,40,10,4,3
2020-10-03, Afternoon,TAS,Women,14,35000, Women,-0.3104641680811532,0.19047619047619047,40,10,4,3
2020-10-03, Afternoon,TAS,Seniors,11,27500, Seniors,-0.5429970214241919,0.14285714285714285,40,10,4,3
2020-10-03, Evening,TAS,Kids,3,7500, Kids,-1.1630846303389617,0.015873015873015872,40,10,4,3
2020-10-03, Evening,TAS,Men,8,20000, Men,-0.7755298747672306,0.09523809523809523,40,10,4,3
2020-10-03, Evening,TAS,Women,9,22500, Women,-0.6980189236528843,0.1111111111111111,40,10,4,3
2020-10-03, Evening,TAS,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,40,10,4,3
2020-10-04, Morning,WA,Kids,7,17500, Kids,-0.8530408258815768,0.07936507936507936,40,10,4,4
2020-10-04, Morning,WA,Men,15,37500, Men,-0.23295321696680696,0.20634920634920634,40,10,4,4
2020-10-04, Morning,WA,Women,15,37500, Women,-0.23295321696680696,0.20634920634920634,40,10,4,4
2020-10-04, Morning,WA,Seniors,3,7500, Seniors,-1.1630846303389617,0.015873015873015872,40,10,4,4
